Date,Open,High,Low,Close,Adj Close,Volume
2019-10-01,14.610000,14.830000,14.590000,14.770000,14.770000,236400
2019-10-02,14.910000,15.020000,14.900000,14.950000,14.950000,124400
2019-10-03,14.960000,15.160000,14.960000,15.030000,15.030000,41300
2019-10-04,14.990000,15.050000,14.960000,15.030000,15.030000,69900
2019-10-07,14.940000,14.990000,14.870000,14.890000,14.890000,109700
2019-10-08,15.040000,15.050000,14.950000,15.020000,15.020000,41300
2019-10-09,15.060000,15.080000,15.020000,15.050000,15.050000,60300
2019-10-10,15.000000,15.000000,14.900000,14.910000,14.910000,80700
2019-10-11,14.830000,14.830000,14.710000,14.820000,14.820000,153900
2019-10-14,14.870000,14.910000,14.860000,14.900000,14.900000,267800
2019-10-15,14.860000,14.860000,14.750000,14.780000,14.780000,34100
2019-10-16,14.850000,14.880000,14.800000,14.860000,14.860000,94900
2019-10-17,14.900000,14.930000,14.880000,14.880000,14.880000,88300
2019-10-18,14.880000,14.900000,14.860000,14.870000,14.870000,166300
2019-10-21,14.910000,14.910000,14.800000,14.800000,14.800000,51200
2019-10-22,14.850000,14.890000,14.800000,14.850000,14.850000,64100
2019-10-23,14.900000,14.930000,14.890000,14.890000,14.890000,22400
2019-10-24,14.930000,15.010000,14.920000,15.000000,15.000000,185300
2019-10-25,15.130000,15.130000,14.980000,15.020000,15.020000,212900
2019-10-28,14.950000,14.950000,14.870000,14.890000,14.890000,158300
2019-10-29,14.840000,14.870000,14.810000,14.850000,14.850000,41800
2019-10-30,14.890000,14.930000,14.830000,14.930000,14.930000,93400
2019-10-31,15.040000,15.110000,15.030000,15.080000,15.080000,126900
