Date,Open,High,Low,Close,Adj Close,Volume
2019-10-01,135.559998,135.559998,135.559998,135.559998,135.559998,0
2019-10-02,133.320007,133.320007,133.320007,133.320007,133.320007,0
2019-10-03,133.320007,133.320007,133.320007,133.320007,133.320007,0
2019-10-04,133.899994,133.899994,133.899994,133.899994,133.899994,0
2019-10-07,134.740005,134.740005,134.740005,134.740005,134.740005,0
2019-10-08,132.839996,132.839996,132.839996,132.839996,132.839996,3
2019-10-09,133.139999,133.139999,133.139999,133.139999,133.139999,0
2019-10-10,133.139999,133.139999,133.139999,133.139999,133.139999,0
2019-10-11,135.639999,135.639999,135.639999,135.639999,135.639999,7
2019-10-14,135.639999,135.639999,135.639999,135.639999,135.639999,0
2019-10-15,136.660004,136.660004,136.660004,136.660004,136.660004,0
2019-10-16,136.660004,136.660004,136.660004,136.660004,136.660004,0
2019-10-17,136.179993,136.179993,136.179993,136.179993,136.179993,0
2019-10-18,136.179993,136.179993,136.179993,136.179993,136.179993,0
2019-10-21,136.179993,136.179993,136.179993,136.179993,136.179993,0
2019-10-22,136.179993,136.179993,136.179993,136.179993,136.179993,0
2019-10-23,137.080002,137.080002,137.080002,137.080002,137.080002,0
2019-10-24,137.699997,137.699997,137.699997,137.699997,137.699997,0
2019-10-25,137.699997,137.699997,137.699997,137.699997,137.699997,0
2019-10-28,137.699997,137.699997,137.699997,137.699997,137.699997,0
2019-10-29,136.679993,136.679993,136.679993,136.679993,136.679993,0
2019-10-30,136.679993,136.679993,136.679993,136.679993,136.679993,0
2019-10-31,138.199997,138.199997,138.199997,138.199997,138.199997,1
2019-11-01,137.639999,137.639999,137.639999,137.639999,137.639999,0
2019-11-04,137.220001,137.220001,137.220001,137.220001,137.220001,0
2019-11-05,136.000000,136.000000,136.000000,136.000000,136.000000,0
2019-11-06,136.160004,136.160004,136.160004,136.160004,136.160004,0
2019-11-07,134.240005,134.240005,134.240005,134.240005,134.240005,0
2019-11-08,134.279999,134.279999,134.279999,134.279999,134.279999,0
2019-11-11,134.419998,134.419998,134.419998,134.419998,134.419998,0
2019-11-12,134.860001,134.860001,134.860001,134.860001,134.860001,0
2019-11-13,134.860001,134.860001,134.860001,134.860001,134.860001,0
2019-11-14,134.860001,134.860001,134.860001,134.860001,134.860001,0
2019-11-15,134.660004,134.660004,134.660004,134.660004,134.660004,0
2019-11-18,136.059998,136.059998,136.059998,136.059998,136.059998,0
2019-11-19,135.860001,135.860001,135.860001,135.860001,135.860001,0
2019-11-20,135.860001,135.860001,135.860001,135.860001,135.860001,0
2019-11-21,135.300003,135.300003,135.300003,135.300003,135.300003,0
2019-11-22,135.300003,135.300003,135.300003,135.300003,135.300003,0
2019-11-25,136.199997,136.199997,136.199997,136.199997,136.199997,0
2019-11-26,136.580002,136.580002,136.580002,136.580002,136.580002,0
2019-11-27,137.160004,137.160004,137.160004,137.160004,137.160004,0
2019-11-28,137.160004,137.160004,137.160004,137.160004,137.160004,0
2019-11-29,137.399994,137.399994,137.399994,137.399994,137.399994,0
